risk,comment
1,업데이트 이후 장비가 사라졌오요 빠른확인 부탁드립니다
1,사행성 심함 이거 하면 인생낙오자 됨
1,요즘 게임하고 안맞아 !
1,업데트도 안돼고 다시깔려하니 대기중만뜨는대 이유가 멀까요
1,망겜
1,카지노 리니지
1,택진이형 제발 쫌... 혼자 독식 하지마... 유저입장에서 생각 좀 해줘라
1,"확률 주작 공지없이 잠수함 주작, 불법 오락실 장비 주작질 하는 사장들이랑 뭐가 다를가 싶다. 적당히 해야지 핵과금러 빼고 다 떠나면 시골섭 된다~ 또 매크로 답변 달것지???"
1,쓰례기
1,돈없으면 못하는게임^^
1,하지마세요
1,드디어 망했구나! 꼬시다
1,돈먹는 빠찡고 게임. 중독됨 하지마세요
1,쓰레기
1,쓰래기도박겜이쥬?
1,거지같은 게임임
1,이벤트라는 개념이 뭔지도 모르는 피융신같은것들
1,다이아 8천써서 영변뽑기 했는데 확률 거지같음ㆍ희귀 딸 랑하나 그것도 내캐릭이랑 안맞아서 써먹도 못함
1,아이템줌푸셈
1,현질 유도 끝장남
1,확률 정확한게 맞는지 유저들은 알수가 없음. 돈 몇백을 썼는데 영변 하나 안나옴
1,에휴
1,옛날생각나서 한번 해봤는데 처음 주는 강촐 먹자마자 점검시작해서 바로 접습니다. 뭔 점검을 지 맘대로 한답니까
1,현질 유도 게임. 난 다신 절대 안할거야
1,사행성 오락
1,파크6에서 7띄우는데 2개날리고 크로 6짜리를 7띄우는데 4개나 날렸다 이게 게임이냐 니들이 사람이여?
1,왜 리니지2m에 밀렷나요? 더 잘하셧어야죠!!!! 유저들과 소통이 없으니 이 사단이 생긴겁니다.
1,게임 역사상 최악의 게임
1,이름만 리니지2 다 다르네요. 재미도 없고 그래픽도 별루고
1,환불요청합니다
1,현질겜
1,다이아4000게 결재했는데 안들어왔어요 도은 빠젼나가고요
1,리니지가 리니지한 창렬한 과금시스템으로 NC 는 사회적으로 악으라고 생각한다. 게임을 만드는게 아니라 도박판을 만들고 있다.
1,아인제작해서 쓰는걸로 봉인주문서 풀어줘야하는건 아닌가?봉인주문서 다야로아인사는건아니라고보네요
1,리니지2m을 만들랬더니 리니지m2 도박장 시즌2를 만들어놨네 ㅉㅉ
1,게임이 도박인 게임 돈이없으면 게임조차 못하게 만든 시스템이내요 이런시스템 고집한다면 정상적인 게임유저라면 오래 못할것같아요
1,인생 망치고 싶으면 리니지 하세요.
1,엔씨는 돈내는게임
1,엘지g4 렉 너무 심합니다 권장사항 램2G안드로이드6.0이상 맞나요? 게임이 점점무거워지고 있어서 이게 pc겜인지 폰겜인지 모르겠네요 게임할라고 휴대폰을 사야 하는건지. 권장사항을 최신형 폰만 가능...이렇게 해야 할듯 하구요. 답변은 또 ai 가 하겠죠. 그만 접어야 할듯 합니다
1,현질 .굿
1,환불해줄려나.. 러쉬로 거지된건 안되겠지?
1,멍꿀 멍꿀 린2m도 멍꿀
1,돈 쓰면서 빠칭코 할 생각있으면 하시고 돈 쓸 생각 없으시면 하지마세요~
1,쓰레기도박장
1,다운중에 계속오류 걍 안할란다
1,이것도 삭제해줘
1,이제 끝날때가된건가보다
1,이 게임 진짜 짜증날 정도로 잘못만들었어 RPG게임중에서 제일 어렵고 저질이야 리니지게임 저부다 이따구로 만들었어 카릭 죽기만하고 렙35만 되면 더이상 게임진행이않되 고급아이템을 출착보상으로 주든가 계속 죽고 더이상 사냥도 못하고 어떤필드로 가든지 사냥도 못하고 죽으면 스탯 다 깍아내리고 어쩌라는거야
1,마카오보다 더한 도박판~~
1,개 같은 게임
1,현질300하고나서 젤후회하는게임
1,돈없으면 겜 못해 ㅋㅋㅋ
1,상점이용이 안되요... 들썩이는 지하세계나 아덴대륙으로에서 퀘스트하고 이용이 가능하다고 하는데 어떻게 하는지 방법이 안나와 있어요... 확인 부탁드립니다
1,아...리니지2m 과금유도 보고... 앞으로 예전 추억의 리니지는 절대로 부활 할수 없다는걸 실감하고 떠납니다. 린저씨로써 정말 아쉽네요. 20년전 리니지라면 앞으로 20년은 더 사랑 받았을껀데 곧 없어질듯 싶어 아쉽네요.즐거웠습니다. 마지막이 정말 최악이네요!
1,왜 전번 이름 통신사 생년월일 제대로 입력햇는데 자꾸 정보를 다시 입력하라 하나요? 짱나네요
1,돈벌레같은넘들 너네들 인생도 꼭 확률로살길
1,하고싶은 클래스선택도 못하고 돈질해서 전직하고 스킬도 돈질해서 도박해야 하고 이게 게임인가?도박이지
1,공간 부족으로 설치가 안되서 일단은 포기...
1,와 리얼.. 클레스를 뽑아야되다닠ㅋㅋㅋㅋㅋ 으엌
1,운빨망겜 이런 단어를 보면 도망치라고하지요? 이게임이 그런게임입니다.
1,지금하면 현타옵니다
1,N.c8님들 님네는 오래살겠어요 욕을 하도 쳐먹어서
1,사재기로 랭킹1위
1,다운로드가 왜 안되죠??
1,순간 내가 뭘하고있는거지 뜨끔 놀라서 삭제했다 게임은솔직히 인정하나 몇십억투자 ㅋ 알바리뷰쓰는애덜아 솔직히 니들같은면 하겠냐 이런게임 으구 그래도난 미치지않아서다행이다
1,아무리 폰게임이지만 돈만쓰게하고 아이템은 진짜 안나오네 이게겜이니 차라리 강원랜드를 가지
1,전화로 문의 했는데 보관함에서 확이5을 눌러서 안된다고 해서 그냥 그대로 있는데 해결해주는척하지마세여 리니지 잘못결제 해도 취소안해준다고 소문이 자자하던데 그냥 33000원 불우이웃돕기한셈 칠테니 게임 안하면 그만이지
1,택진이형 리니지2m언제나와요?
1,한개도 아깝다
1,견갑 11월 23일 오전 12시넘어서 사고 4까지만 지르고 봤는데 오늘 보니 갑자기 작창 되어 있는게 없네요 처음 현질한건데 하자마자 이런일이 생기네요 답변 꼭 바랍니다
1,너희들 매크로도 못잡지? 이러니 망할수밖에 #수정 이렇게 글썼다고 아이템 하나도 안주고 변뽑은 건빵만 ㅋㅋㅋㅋ 대박이다 정말
1,돈만 밝히는
1,추억으로 즐기기엔 너무 많이 변질됨
1,말안해도 알지?
1,이젠 초록템 마저도 안나오고 겨우 만들어서 지르면 다날라감 예전에 뜨기라도 해서 부족한거는 조금씩 현질했는데 이젠 대놓고 템을 겜회사에 사야되니 요즘 정말 하기 힘듬 적당히가 없음 . 무과금 소과금 못함
1,과금게임이네요.
1,이건 도박성 게임 변뽑기 영변 하나 못나오고 하도 지쳐 이건아니다 싶어 테스트해봄 올장비 올악세 올증발 감사합니다 도박게임이란걸 알려주셔서 일찍 알려주시지
1,빌딩이없어서 안할래..
1,늦기전에 지워라
1,현질유도 극혐
1,암흑기사때부터 무너지기시진한 밸런스 신성검사 패치로 완전무너진듯 합니다.신성검사 외에 다른 캐릭 키우면 호구인 게임이됨
1,돈만써야하는게임
1,접속30기다렸는데 셰션말료란다 말이되냐
1,s6엣지 사용자입니다. 왜이렇게 튕기는 걸까요??대기만 하다 시간 다지나갑니다 ㅡㅡ
1,지겨워
1,자유 시장 경제 같은소리 하고 있네
1,작업장 정리좀해라. 사냥 할수가 없다 돈이나 벌생각하지말고
1,리니지 하다가 현복한 사람으로써 말한다 운영자들은 보면 잘 들어라 이게 게임이냐??도박이냐?? 추억팔이 게임으로 게임하나 잘만든건 인정 한다 나역시 리니지만한 게임은 없다고 보는데 솔직히 이건 게임이 아니라 빠칭코 도박이나 다름없다... 운영을 하려면 오래 길게 보고 운영을 해야한다고 생각한다 이벤트도 돈 업뎃마저 돈 난 이제 현복하고 내가 운영자였다면 느그들처럼 돈만 밝히는 운영 따윈 안한다 솔직히 지금도 점차 사람들 다 빠져나가고 있다 곧 조만간이다 리니지도
1,돈없으면하지마세유 왘
1,돈빨아먹는게임 ㅠㅠ 오래하면 집 팔아야함 ㅠㅠ
1,시작도 하지마세요
1,돈게임..
1,악마의 목구멍
1,다엘 불요정은 왜만들었는지 너무 궁금하다 군주도 정말 궁금하긴한데 혈맹창설이라는 역할이라도 있지 그때그때 돈땡기려고 생각없이 추가하고 땜빵도 못해서 이꼴나는거?ㅋㅋㅋㅋ
1,돈먹는게임 재미두읍구
1,최악 그자체7
1,다운이 계속 안되고 있습니다 뭐가 잘못 되었는지요??
1,현질 아니면 게임을 할수없다 ㅋ 초보자는 하지않는걸 추천 ㅋ
1,악마의 게임ㅡ돈택진
1,한달에 100만원안쓰면 못하는게임
1,금일 업데이트하러고하는데 자꾸 다운로드 대기중에서 변하질 않습니다 폰 용량때문인가하고 다른 프로그램 다삭제 하여도 똑같이 대기중이라고만 표시됩니다 왜이러는걸까요
1,저희같은 똥폰은 너무 저장공간이 많이필요해서 못낄아요 ㅠㅠ
1,별로
1,매크로 안잡나?
1,내 평가 왜지우는데 운영의 막장을보여주는게임
1,최악
1,사행성게임
1,예전에 드라마 상도에 이런말이 나오지 장사는 이득을 남기는게 아니라 사람을 남기는거라고 알았냐 엔씨야? 아무리 이익이 우선인게 사업이라지만 너넨 정말 ㅎㅏ.... 노답이다
1,개 젖같은 게임임 ㅇㅇ 하지마셈
1,현질은 적당히 하게끔 하지 운영도 개판 택진이는 지옥행열차 예약완료
1,다운로드 대기중 30분 넘엇는데 안되네요
1,엔씨게임은 운영을 NC발 처럼해서 절대하면 안됨
1,100만써도 암티가 안남
1,쓰레기겜. 숨만쉬어도 돈나가는겜 아무것도못함.
1,자꾸 월보 오림 들어가면 팅기잖아 좀 패치해라 하 스트레스풀려고하는데 더 쌓인다
1,유저들 추석 보너스까지 쪽쪽 빨아 드실려고 작정을 하셧군...적당히좀 등골 빼 드시져
1,접속하는데 다운받고 게임로그인 화면에서 알수없는오류 0;3000 이렇게 뜨는데 왜그런거임? 짜증나네
1,시베리아허스키...들 신섭열어서 뭐하는짓인지.. 이제와서접속자수 제한할거면 첨부터 생성제한할것이지 한번접속할려면 대기500명 참고 접하면 10분않되서 !!팅!! 또다시500명 대기? 장난이 심한거 아닌가... 장난하지맙시다
1,ㅋㅋ호구들
1,리니지m 포인트로 속성제거주문서 전투강화주문서 등 구매를하여 상점보관함에서받아 사용하였습니다 상품을받았으나 상점보관함에 그대로 상품이있고 받기누르면 받을수없는상품이라고뜨며 현재 이현상때문에 서버이전을하지못하고있습니다 빠른 조치 및 답변부탁드립니다
1,현질 요소가..많아요
1,최악이다
1,2d 게임 고마해라...
1,돈지렐겜
1,맛만보고 접는게임 돈없으면 게임도 못한다.
1,과금 도박
1,돈이없으면 시작하지마시길
1,과금에 부랄을 탁치고 갑니다. 과금 넘버1
1,절대 이게임 돈들일거면 하지마세요. 완전비추천게임입니다. 유저말 무시하고 현질로만 유혹하는 그런게임입니다. 절대 하지말아야할게임. 시간이 지나면 이게임 왜했는지 후회합니다
1,7일날 요정에서 신엉검사 넘어간사람은 영중스킬 5개 배워도 2개 변경되게 해주고 8일 이후부터는 4개 변경하게 해주고 당신내들이 실수한걸 왜 내가 피해봐야 됩니다 1대1 문의해도 일주일째 답변도 안해주고 처리중이라니 난 지금 속썩어 문드러집니다 빨리보상 해주시길 버그니까 8일에 패치한거잔소 영웅스킬도 다 돈으로 팔아놋고 머하는 겁니까
1,리니지M을 사용하는 유저인데 너무 현질유도가 심한거 같네요 무과금으로 키우는데 템안좋아서 사냥도 못하고 조금이라도 개선되는 부분이 있으면 합니다
1,리니지m 일본서버도 해봤는데 일본서버는 운영 엄청 잘 합니다 매크로들 들어와도 바로 다 정지 걸어버려요 아주 쾌적 합니다 그리고 혜택도 많아요 한국서버는 자국민이 하는 서버인데 완전 호구 취급입니다 대놓고 매크로 써도 잡아가질 않아요 사냥 하기가 힘드네요 운영을 조금 더 신경 써주세요
1,매우안좋은게임과금유도 게임
1,아직도 이걸하는사람들이 있다니ㅋㅋㅋ
1,이딴게 게임이라니 통탄할 지경이다
1,"메크로 정리 고의로 안하는 이유가 뭔가요? 내가 직접 잡아도 한섭에 2~3일이면 끝날거 같네요. 멍청한 운영아닌가요? 케레니스 서버 같은경우 신규케릭터 생성이 안되는 상황이고, 기존에 하던사람들만 부케로 놀던가 계속 하던가..물이 썩어가서 이젠 드러워지는 상황인데, 신규유입으로 활성도를 높이는게 더 효율적인거 같은데 아닌가요? 계정거래 유도하시나요? 메크로 사무실들만 정리하고 신규케릭터 생성가능하게 하면, 신규유입 좋아질건데...신규유입되면 채팅창에도 새로운 바람이 불거고, 활성도 높아지고, 사냥할곳도 많아지니 자사돌리는거 좋아하는...전체 리뷰"
1,믿고 거르는 NC
1,개 매크로 게임 ㅡㅡ
1,돈만 빨아먹고 업뎃 클래스케어 유져들 이야기 개무시하는 지존 게임
1,과금유도 개 쓰레기 게임....별하나주는것도 아까운 게임
1,새로운 사냥터 나와도 가면 죽여서 재미도 못보고 테베는 가면 길막고 죽여서 사냥도못간다 어떻게안되냐?
1,계정정지 왜 ? 아무것도 안했는데 계정정지 왜 시키나요?
1,과금요소 업데이트할때마다 x미 뒤진겜같음. 돈 수백써도 티도안나는 x같은 ㅈㅁ겜. 잘만들은 겜으로 xx치 같은 막장 운영. 야구구단 운영하느라 돈이 어마어마하게 드는것때문인지.. 십년넘게 이겜에 몇천 몇억쓴사람들도 질려서 욕하고 간다는 전설의 십막장 게임 . 무과금나와서 욕하는거아님. 안한지 2년다되감. 내인생에서 유일하게 잘했다고 생각되는게 이겜 손절한거. 퉤퉤퉤 나중에 사람 첨만나게 됬을때 이겜 운영진이라고하면 얼굴에 침뱉을생각도 있음. 이런겜이 망해야하는데 이겜하는 종특들이 도박 좋아하는 사람들이라 망하진않음. 많이 해처드세요...전체 리뷰
1,죰망게임 과금했더니 잡업장이라고 정지시킴 ㅋ
1,작업장관련 검출로 1:1문의하라는데 이게 먼소린지요? 캐릭이 없어졌네
1,네 네
1,노트9 계속 튕깁니다 게임 하기 힘드네요
1,그래픽도 별로 조작도 별로에요 근데 돈은 많이 들어감 ㅡㅡ
1,별0개는 없나
1,리니지m다운로드후 업데이트끝난다음 이용약관창이 내려가지않아 동의를 할수가없어요 해결방안좀 알려주세요
1,쓰뤠기게임
1,과금유도 자본주의게임 돈이많다면 추천
1,노가다게임은 이젠 질려서 못하겠네요
1,돈밖에 모르는기업 돈밖에모르는 게임.
1,이실로테섭 나온다고 해서 사전예약 다해뒀는데 막상 게임 할려하니 서버에 케릭 생성제한떠서 생성도 못해봤네요 아무리 사람이 몰려도 케릭생성 제한은 풀어주는게 맞지않나요? 이럴거면 머할려고 사전예약 하라고 한건지 참;;;
1,재미있는 게임을 돈때문에 망처버린 엔씨
1,긴급정검후 실행이 않되요
1,돈없음 안되는게임
1,한달에 30씩써도 과금컨텐츠 1도못따라간다
1,과금유도
1,니들이 아무리 욕을해도 개 돼지다! 엔시가 칼을 목에 대고 돈을 뜯어가도 말한마디 제대로 못하는 개 돼지들이다. 50억을 넘게 쓴 놈도 접는 마당에 ㅋㅋㅋ 니들은 개 돼진 것이여...
1,시작도 하지 말아라..
1,별하나도아까워
1,양산형 바다이야기 가챠 도박 이미 죽어버린 대한민국 게임업계 차라리 카지노를 가라
1,겁나재수없는게임 역시나 개재수게임
1,귀족게임
1,이실로테 서버는 들어가지도 못하네 생성제한 짜증
1,기레기
1,신서버를 만들려면 접속이 가능하게 2개 이상의 복수의 서버를 만들던가 기존유저들의 접속을 막던가 광고하길래 들어가봤더니 죄다 생성제한으로 막아놓으면 신규유저들이 유입이 되겠습니까? 일부로 이러는건지 생각이없는건지
1,이게 게임인가?도박인가?
1,사전예약 다하게해놓고 생성제한걸면 어쩌라는거야 안한다 안해.
1,해방된대정령 때문에 사냥을 못하것내 좀 업애주세요 서민들 이래가 사냥 하것나 어디 그런걸 왜 만들엇는지 참 어이업내
1,게임하다 자주팅기고 에러나도 조치바로 안해주고 도대체 신고 기능은 왜 해놨는지 이해가 안 됨. 조치라곤 개똥만큼도 안함. 템도 개안뚬 쑤레기 게임
1,쉽새끼 같은 게임임
1,게임 매크로 잡기전에 리뷰 답변 매크로부터 잡아야겠네. 복붙이냐?
1,과도한 도박시스템
1,신섭 생성제한 언제풀리나
1,돈만 노리는 게임 악마의 게임
1,돈돈돈하는게임임.
1,돈만빨아가고 너무하네요
1,자꾸 업데이트하래;; 몇번하는거여 업데이트를;;
1,별하나도 아깝다. 신섭 홍보하면서 생성제한은 유저를 우롱하는 것이냐!
1,현질유도만 오질난게임
1,그닥
1,돈만빨아먹는게임
1,왕 게 임
1,하지마
1,개돼지들 피빨아먹고 크는회사
1,신서버광고하면서 생성제한걸어놓았음
1,아이템 창에서 정렬하면 튕기는 현상이 생겼네요. 이번 업데이트 부터요. 수정 부탁드립니다.
1,너무 현질 유도하는게임이라 재미있어용
1,현질오지게유도
1,멍꿀멍꿀 핵과금게임
1,신섭 생선제한 풀어주세요 직장인들은 생성도 못하네
1,현질안하면 노잼
1,개돼지게임
1,그저 재밋는 게임은 아닌것같은데
1,다 날라가네
1,서버나 열어주고 하쇼
1,에러에러개같음
1,사전예약 받더니 서버 닫아버림ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ회사원겜하지 말란소리
1,여러분들이 상대하고 있는 NC 는 절대 이길수가 없습니다. 정신 차리세요~
1,20년재 매크로 안잡는 이유가 있는건가요
1,생성제한 걸려서 접속자체고 못하게하면서 광고는 대체 왜 한담???
1,신썹!!???생성제한두고 몬신썹이에여??신썹에서 하고싶은사람은 어쩌라구 ㅋㅋ 에잇 퉷
1,개래기게임
1,유저들을 호구로보는 개택진 패밀리들 별하나도아깝다진짜 멀하든 돈이야 이벤같지도않은거하면서 어떻게든 빨아먹으려고대가리에유저들 빨아먹을생각뿌니없는듯
1,과금러 게임
1,신섭 열면 뭐해 제한걸렸는데 뭘해야지 평가를 하지요
1,게임을 진행하면 할수록 현금 안 쓰고는 격차가 너무 심해 하고 싶은 마음이 안 생겨요... 결국 2개월 정도 하고 접내요...;;
1,아 뭐죠 쿠폰템!!강화도 안되고 창고도 안들어가고. 최상급 장비상자 구매하고 인벤만 차지하는데 어쩌라는거죠 삭제하라는건가. 공짜로 줘따고 요딴식으로 하는건가.창고에 넣는거랑 강화 되도록 업뎃해줘야 하는거 아닌가요.삭제하기도 뭐하 들고있기도 뭐하고 완전 개륵이자나. 빨리 수정해줘요.뭔 오류가 일케많아
1,진짜 완성도 개똥이네
1,사행의 끝
1,사전예약까지 했는데 캐릭생성을 막아놨네요 ㅠㅠ타섭에 생성해도 사전예약 혜택이 있는지 궁금해요
1,서버열려서 들어가려고햇더만 서버생성도 못하게막아놧네..
1,리니지m 게임 하면개ㆍ돼지 인정
1,굿
1,돈돈돈돈돈 그만큼 벌었으면 그만
1,업데이트가넘느려ㅡㅡ
1,이제 슬슬 재미가 없어 진다 템도 더럽게 안나오고 강화도 안돼고 얼마를 쏫아 부어야 좋은템먹을수 있는지 참 더럽게 안나와 그래서 이젠 접을때가 된거 같다 이제 모바일 리니지게임은 두번다시 안할꺼다
1,매크로라도잡아주시길기란감옥1층2층매크세상임
1,페이스북 사전예약 했는데 왜 계정이 안만들어지죠 ?
1,이실로테 이벤트 참여했는데 상급 변신 뽑기가 안되고 자꾸 멈처서 다시깔기를 몇번..점검후 들어가보니 상급 변신뽑기는 없어지고 결국 못받았네요...다이아1개 들어가는줄알고 3천3백원짜리 다이아도 구매했는데...이거 보시는데로 답변 부탁드립니다..오늘 게임깔고 지우느라 게임도 못했네요...
1,다운로드가 안됩니다
1,지금겜안됨?
1,별로입니다
1,문제점 1. 작업장 개많음 2. 이벤트라 하고 과금 패키지만 나옴 3. 확률이 너무 안좋음 희귀 모아서 영변 30번 도전했는데 하나도 안뜸 4. 조작감 없음 5. 매일 같은 일일퀘스트 노가다 6. 앱 오픈 전 했던 말 안지킴
1,이...... 열받는데 나도 모르게 결재중. 어랏 이게 아닌데 생각과는 다르게 진행되고있다....
1,ㅋㅋㅋㅋ 무과금 위한 휴가나오지않는이상 응 평점1별
1,업데이트 똑바로 해 개만도 못한것들아 업데이트 한번 할때마다 매번 뭔 서버점검이야 밥값 축내는 구데기만도 못한것들이 돈 받아 쳐 먹지말고 노예제도로 일하던가 돈 들이고 열받네 니들 월급 누가 주는것 같냐?
1,젓같은게임
1,ㅈ 같은 게임입니다 현질유도만 심하고 추억따위 없습니다 하지마세여
1,그지임
1,망겜 거르셈 수정)첨나왔을때 단 댓글을 19년 11월 되서 오토돌려서 답글달아주네 고맙습니다^^; 개망겜인건 변함없긴한듯 간간히 이벤트때나 들리겠습니다
1,굿
1,내가만만하냐
1,사행성 현질유도 최고에 게임. 이벤트도 돈안쓰면 못함. 전형적인 개돼지게임
1,방금전에 변신합성해서 영웅변신 바포메트가 떴는데 왜 변신할수가없는거죠?빨리해결해주세요 기껏 운좋게 영변뽑았는데 이게대체 무슨경우입니까?
1,구글계정을 다른분께 넘겨서 정보변경 다했는데 계속 그 계정이떠서 로그인도못하는데 로그인하라고 뜸ㅡㅡ
1,오로지 돈 먹을 생각만 하는 게임
1,사행성이너무 심한게임 주작게임
1,1600만원썼는데 남는게없음
1,과금유도 심한게임 유저등꼴빼먹는 대표게임회사
1,개 현질 유도 게임
1,질리언1서버 신성여기사입니다 카드 뒤집는 퀘스트에서 에러생긴다고요 클릭이 안되요. 댓글 삭제 하지 마시고 확인좀 해주세요 마지막 멘트 다이아가 없어 충전하시겠습니까? 이창뜰때 터치 아예 안먹혀요
1,아니 신섭 다 생성제한 걸려있는데 하라는건가요?? 에휴..
1,생성제한 걸거면 신섭 내지마 씹
1,진짜 노답
1,아니 뭔 신서버 알림받고 접속하니 벌써 생성제한이야
1,핵과금게임
1,어느정도는 풀어주자 그래야 할맛이나지
1,C8 영변 합성만 20번도 넘게 한것 같은데 한번도 안뜨냐 조가튼 게임 . 현질 한늠들은 잘만 뜨더만 개n씨
1,그들만의리그
1,하...
1,망겜
1,현질만 유도하는 게임
1,이실로테 섭 은기사마을 가는 퀘에서 부터 안넘어가진다 카드뽑기 퀘 했는데 왜 카드만 뽑으라는거냐
1,앵간히 해쳐먹어라
1,생성제한 들어가지도 못하고 생성제한걸링 우짜란거지? 직딩들은 겜도 못하네...
1,뭐 신서버캐릭이 만들어져야하지 ㅡㅡ
1,신섭 전부 생성제한이네 ㅋㅋ
1,신성검사스턴맞고 리스재접강종로그아웃 다해봐도 움직이지않습니다 버그수정바람니다
1,아니 신성검사 키우는데 은말퀘스트시작부터 버그인지 퀘스트및 게임진행이 전혀되질않네요
1,이게임하지마세요 먹튀사이트입니다 12세하다가18세다운받으라해서받았더니 그전에 하던케릭날라갔습니다 복구도안되고 제칭구는 현질했는데 보상도안되고 답변도없습니다절대 리니지다운받지마세요
1,다운안뎀
1,소과금이지만 과금할만한 가치가 없음.
1,겜 할수록 너무 짜증남....ㅠ
1,업대이트안됨 ㅜㅜ
1,재화 이동 한후로 게임접속불가 신규케릭 언제키우라는거냐
1,처음에 카드 1다이아에 까는퀘스트에서 자꾸 에러가 생기내요 빠른조치 부탁드립니다 게임을 못하고 있어요 클릭이 안되요 ㅜ 뽑기결과를 확인하라고 멘트가 뜨는데 클릭이 안됩니다 질리언1입니다
1,다운로드 대기중이라고 뜨는데 왜그런거에요?? G6 사용자 입니다
1,이거 신서검사 새로나와 키우는데 변카 초반 퀘 무한반복이네 랙입니까 뭡니까 진행안되잖여!!!
1,신섭 케릭을 만들지 못하는데 사전예약이 무슨 소용이 있겠습니까
1,신서버오픈했는데무슨벌써캐릭제한이걸리면어떻게하라는건가요
1,사전예약했는데 못들어가네요ㅜㅜ 사전예약을 한사람은 신섭에 들어갈수있게 해조야되는거 아닌가요
1,장난하나신섭계속대기타다팅기고또대기타니생성제한
